rcaCode,rcaParameter,rcaDateDesignation,rcaStartDate,rcaCRelevantDirective,rcaCIDOtherDirective,rcaCDateOtherDirective,ReportNetEnvelopeFileId
FRSA_CM_06313,aP,20100604,20170604,,,,60316
FRSA_CM_06314,aN,20100604,20170604,,,,60316
FRSA_CM_06314,aP,20100604,20170604,,,,60316
FRSA_CM_06315,aP,20100604,20170604,,,,60316
FRSA_CM_06316,aP,20100604,20170604,,,,60316
FRSA_CM_06317,aP,20100604,20170604,,,,60316
FRSA_CM_06318,aP,20100604,20170604,,,,60316
FRSA_CM_06319,aN,20100604,20170604,,,,60316
FRSA_CM_06319,aP,20100604,20170604,,,,60316
FRSA_CM_06320,aP,20100604,20170604,,,,60316
FRSA_CM_06321,aP,20100604,20170604,,,,60316
FRSA_CM_06322,aN,20100604,20170604,,,,60316
FRSA_CM_06322,aP,20100604,20170604,,,,60316
FRSA_CA_01213,aN,20060222,19981231,,,,60316
FRSA_CA_03201,aN,20060222,20130222,,,,60316
FRSA_CA_03205,aN,20060222,19981231,,,,60316
FRSA_CA_03206,aN,20060222,20130222,,,,60316
FRSA_CA_04202,aN,20060222,20130222,,,,60316
FRSA_CA_04205,aN,20060222,19981231,,,,60316
FRSA_CA_04207,aN,20060222,19981231,,,,60316
FRSA_CA_04209,aN,20060222,19981231,,,,60316
FRSA_CA_04211,aN,20060222,19981231,,,,60316
FRSA_CA_04215,aN,20060222,19981231,,,,60316
FRSA_CA_04216,aN,20060222,20130222,,,,60316
FRSA_CM_01214,aN,20060222,19981231,,,,60316
FRSA_CM_01216,aN,20060222,20130222,,,,60316
FRSA_CM_03202,aN,20060222,19981231,,,,60316
FRSA_CM_03203,aN,20060222,20130222,,,,60316
FRSA_CM_03204,aN,20060222,20130222,,,,60316
FRSA_CM_03205,aN,20060222,19981231,,,,60316
FRSA_CM_03207,aN,20060222,19981231,,,,60316
FRSA_CM_03208,aN,20060222,19981231,,,,60316
FRSA_CM_03209,aN,20060222,19981231,,,,60316
FRSA_CM_04201,aN,20060222,20130222,,,,60316
FRSA_CA_01213,aP,20060222,19981231,,,,60316
FRSA_CM_04202,aN,20060222,20130222,,,,60316
FRSA_CA_03201,aP,20060222,20130222,,,,60316
FRSA_CM_04203,aN,20060222,19981231,,,,60316
FRSA_CA_03205,aP,20060222,19981231,,,,60316
FRSA_CM_04204,aN,20060222,20130222,,,,60316
FRSA_CA_03206,aP,20060222,20130222,,,,60316
FRSA_CM_04205,aN,20060222,19981231,,,,60316
FRSA_CA_04202,aP,20060222,20130222,,,,60316
FRSA_CM_04206,aN,20060222,20130222,,,,60316
FRSA_CA_04205,aP,20060222,19981231,,,,60316
FRSA_CM_04207,aN,20060222,19981231,,,,60316
FRSA_CA_04207,aP,20060222,19981231,,,,60316
FRSA_CM_04208,aN,20060222,20130222,,,,60316
FRSA_CA_04209,aP,20060222,19981231,,,,60316
FRSA_CM_04209,aN,20060222,19981231,,,,60316
FRSA_CA_04211,aP,20060222,19981231,,,,60316
FRSA_CM_04210,aN,20060222,20130222,,,,60316
FRSA_CA_04215,aP,20060222,19981231,,,,60316
FRSA_CM_04211,aN,20060222,19981231,,,,60316
FRSA_CA_04216,aP,20060222,20130222,,,,60316
FRSA_CM_04212,aN,20060222,20130222,,,,60316
FRSA_CM_01214,aP,20060222,19981231,,,,60316
FRSA_CM_04213,aN,20060222,20130222,,,,60316
FRSA_CM_01215,aP,20060222,20130222,,,,60316
FRSA_CM_04214,aN,20060222,20130222,,,,60316
FRSA_CM_01216,aP,20060222,20130222,,,,60316
FRSA_CM_04217,aN,20060222,20130222,,,,60316
FRSA_CM_03202,aP,20060222,19981231,,,,60316
FRSA_CM_04218,aN,20060222,19981231,,,,60316
FRSA_CM_03203,aP,20060222,20130222,,,,60316
FRSA_CM_04219,aN,20060222,20130222,,,,60316
FRSA_CM_03204,aP,20060222,19981231,,,,60316
FRSA_CM_04220,aN,20060222,20130222,,,,60316
FRSA_CM_03205,aP,20060222,19981231,,,,60316
FRSA_CM_04221,aN,20060222,20130222,,,,60316
FRSA_CM_03207,aP,20060222,19981231,,,,60316
FRSA_CM_04222,aN,20060222,20130222,,,,60316
FRSA_CM_03208,aP,20060222,19981231,,,,60316
FRSA_CM_03209,aP,20060222,19981231,,,,60316
FRSA_CM_04201,aP,20060222,20130222,,,,60316
FRSA_CM_04202,aP,20060222,20130222,,,,60316
FRSA_CM_04203,aP,20060222,19981231,,,,60316
FRSA_CM_04204,aP,20060222,20130222,,,,60316
FRSA_CM_04205,aP,20060222,19981231,,,,60316
FRSA_CM_04206,aP,20060222,20130222,,,,60316
FRSA_CM_04207,aP,20060222,19981231,,,,60316
FRSA_CM_04208,aP,20060222,20130222,,,,60316
FRSA_CM_04209,aP,20060222,19981231,,,,60316
FRSA_CM_04210,aP,20060222,20130222,,,,60316
FRSA_CM_04211,aP,20060222,19981231,,,,60316
FRSA_CM_04212,aP,20060222,20130222,,,,60316
FRSA_CM_04213,aP,20060222,20130222,,,,60316
FRSA_CM_04214,aP,20060222,20130222,,,,60316
FRSA_CM_04218,aP,20060222,19981231,,,,60316
FRSA_CM_06227,aP,20060222,19981231,,,,60316
FRSA_CM_06228,aP,20060222,19981231,,,,60316
FRSA_CM_06225,aN,20060222,20130222,,,,60316
FRSA_CM_06226,aN,20060222,20130222,,,,60316
FRSA_CM_06227,aN,20060222,19981231,,,,60316
FRSA_CM_06228,aN,20060222,19981231,,,,60316
FRSA_CM_06229,aN,20060222,20130222,,,,60316
FRSA_CA_10102,aN,19990831,20060831,,,,60316
FRSA_CA_10102,aP,19990831,20060831,,,,60316
FRSA_CM_04219,aP,19990831,20060831,,,,60316
FRSA_CM_04220,aP,19990831,20060831,,,,60316
FRSA_CM_04221,aP,19990831,20060831,,,,60316
FRSA_CM_04222,aP,19990831,20060831,,,,60316
FRSA_CM_05116,aP,19990831,20060831,,,,60316
FRSA_CM_10103,aP,19990831,20060831,,,,60316
FRSA_CM_10103,aN,19990831,20060831,,,,60316
FRSA_CA_05009,aP,19941123,19981231,,,,60316
FRSA_CM_02019,aP,19941123,19981231,,,,60316
FRSA_CM_02020,aP,19941123,19981231,,,,60316
FRSA_CM_02021,aP,19941123,19981231,,,,60316
FRSA_CM_02022,aP,19941123,19981231,,,,60316
FRSA_CM_04217,aP,19941123,19981231,,,,60316
FRSA_CM_05001,aP,19941123,19981231,,,,60316
FRSA_CM_05002,aP,19941123,19981231,,,,60316
FRSA_CM_05003,aP,19941123,19981231,,,,60316
FRSA_CM_05004,aP,19941123,19981231,,,,60316
FRSA_CM_05005,aP,19941123,19981231,,,,60316
FRSA_CM_05006,aP,19941123,19981231,,,,60316
FRSA_CM_05007,aP,19941123,19981231,,,,60316
FRSA_CM_05008,aP,19941123,19981231,,,,60316
FRSA_CM_05009,aP,19941123,19981231,,,,60316
FRSA_CM_05010,aP,19941123,19981231,,,,60316
FRSA_CM_05011,aP,19941123,19981231,,,,60316
FRSA_CM_05012,aP,19941123,19981231,,,,60316
FRSA_CM_05013,aP,19941123,19981231,,,,60316
FRSA_CM_01215,aN,19941123,19981231,,,,60316
FRSA_CM_05014,aP,19941123,19981231,,,,60316
FRSA_CM_05015,aP,19941123,19981231,,,,60316
FRSA_CM_05016,aP,19941123,19981231,,,,60316
FRSA_CM_02019,aN,19941123,19981231,,,,60316
FRSA_CM_06225,aP,19941123,19981231,,,,60316
FRSA_CM_02020,aN,19941123,19981231,,,,60316
FRSA_CM_06226,aP,19941123,19981231,,,,60316
FRSA_CM_02021,aN,19941123,19981231,,,,60316
FRSA_CM_06229,aP,19941123,19981231,,,,60316
FRSA_CM_02022,aN,19941123,19981231,,,,60316
FRSA_CM_06230,aP,19941123,19981231,,,,60316
LT1,aN,20011013,20071231,,,,60315
LT1,aP,20011013,20071231,,,,60315
ATRA_1_CM,aN,20051231,20051231,,,,60314
ATRA_1_CM,aP,20021231,20021231,,,,60314
SICA-SI5VT1,aN,20010513,20080513,,,,60383
SICA-SI5VT1,aP,20010513,20080513,,,,60383
SICA-SI5VT2,aN,20010513,20080513,,,,60383
SICA-SI5VT2,aP,20010513,20080513,,,,60383
SICA-SI5VT3,aN,20010513,20080513,,,,60383
SICA-SI5VT3,aP,20010513,20080513,,,,60383
SICA-SI5VT4,aN,20010513,20080513,,,,60383
SICA-SI5VT4,aP,20010513,20080513,,,,60383
SICA-SI5VT5,aN,20010513,20080513,,,,60383
SICA-SI5VT5,aP,20010513,20080513,,,,60383
SICA-SI5VT6,aN,20010513,20080513,,,,60383
SICA-SI5VT6,aP,20010513,20080513,,,,60383
SICM-SI111VT5,aN,20010513,20080513,,,,60383
SICM-SI111VT5,aP,20010513,20080513,,,,60383
SICM-SI111VT7,aN,20010513,20080513,,,,60383
SICM-SI111VT7,aP,20010513,20080513,,,,60383
SKS01,aN,20041231,20101231,,,,60323
SKS01,aP,20041231,20101231,,,,60323
LVUWWTD,aN,20040501,20111231,,,,60322
LVUWWTD,aP,20040501,20111231,,,,60322
ITCM17CSA0000000003,aP,20061219,20131219,,,,60321
ITCM17CSA0000000006,aP,20061219,20131219,,,,60321
ITCM17CSA0000000007,aP,20061219,20131219,,,,60321
ITCM17CSA0000000008,aP,20061219,20131219,,,,60321
ITCM17CSA0000000009,aP,20061219,20131219,,,,60321
ITCM17CSA0000000010,aP,20061219,20131219,,,,60321
ITLK03Q15SA002,aN,20060403,20130403,,,,60321
ITLK03Q15SA002,aP,20060403,20130403,,,,60321
ITLK03Q15SA007,aN,20060403,20130403,,,,60321
ITLK03Q15SA007,aP,20060403,20130403,,,,60321
ITLK03SA0000000009,aN,20060403,20130403,,,,60321
ITLK03SA0000000009,aP,20060403,20130403,,,,60321
ITLK03SA0000000012,aN,20060403,20130403,,,,60321
ITLK03SA0000000012,aP,20060403,20130403,,,,60321
ITLK05SA0000000008,aN,20060403,20130403,,,,60321
ITLK05SA0000000008,aP,20060403,20130403,,,,60321
ITRI03SA0900000060,aN,20060403,20130403,,,,60321
ITRI03SA0900000060,aP,20060403,20130403,,,,60321
ITRI03SAQ15001,aN,20060403,20130403,,,,60321
ITRI03SAQ15001,aP,20060403,20130403,,,,60321
ITRI03SAQ15002,aN,20060403,20130403,,,,60321
ITRI03SAQ15002,aP,20060403,20130403,,,,60321
ITRI03SAQ15003,aN,20060403,20130403,,,,60321
ITRI03SAQ15003,aP,20060403,20130403,,,,60321
ITRI03SAQ15004,aN,20060403,20130403,,,,60321
ITRI03SAQ15004,aP,20060403,20130403,,,,60321
ITRI03SAQ15005,aN,20060403,20130403,,,,60321
ITRI03SAQ15005,aP,20060403,20130403,,,,60321
ITCM17CSA0000000003,aN,20061219,20131219,,,,60321
ITCM17CSA0000000006,aN,20061219,20131219,,,,60321
ITCM17CSA0000000007,aN,20061219,20131219,,,,60321
ITCM17CSA0000000008,aN,20061219,20131219,,,,60321
ITCM17CSA0000000009,aN,20061219,20131219,,,,60321
ITCM17CSA0000000010,aN,20061219,20131219,,,,60321
ITTW99SA00000002,aN,19990511,20091208,,,,60321
ITTW99SA00000002,aP,19990511,20091208,,,,60321
ITCM09CSA1000000005,aN,20031008,20120101,,,,60321
ITCM09CSA1000000005,aP,20031008,20120101,,,,60321
ITCM14CSA000000001,aP,20100224,20100224,,,,60321
ITCM14CSA000000001,aN,20100224,20100224,,,,60321
ITCM16CSA000000014,aP,20100224,20040225,,,,60321
ITCM16CSA000000014,aN,20100224,20040225,,,,60321
ITCA19SA09000001,aN,20030916,19981231,,,,60321
ITCA19SA09000001,aP,20030916,19981231,,,,60321
ITCM19CSA09000003,aN,20030916,19981231,,,,60321
ITCM19CSA09000003,aP,20030916,19981231,,,,60321
ITCA20SA0000000021,aN,20060404,19981231,,,,60321
ITCA20SA0000000021,aP,20060404,19981231,,,,60321
ITCM20CSA000000002,aN,20060404,19981231,,,,60321
ITCM20CSA000000002,aP,20060404,19981231,,,,60321
ITCM20CSA000000003,aP,20060404,19981231,,,,60321
ITCM20CSA000000003,aN,20060404,19981231,,,,60321
ITCM20CSA000000004,aP,20060404,19981231,,,,60321
ITCM20CSA000000004,aN,20060404,19981231,,,,60321
ITCM20CSA000000011,aN,20060404,19981231,,,,60321
ITCM20CSA000000011,aP,20060404,19981231,,,,60321
ITCM20CSA000000015,aN,20060404,19981231,,,,60321
ITCM20CSA000000015,aP,20060404,19981231,,,,60321
ITCM20CSA000000018,aN,20060404,19981231,,,,60321
ITCM20CSA000000018,aP,20060404,19981231,,,,60321
ITCM20CSA000000022,aN,20060404,19981231,,,,60321
ITCM20CSA000000022,aP,20060404,19981231,,,,60321
ITCM20CSA000000023,aN,20060404,19981231,,,,60321
ITCM20CSA000000023,aP,20060404,19981231,,,,60321
ITCM20CSA000000024,aP,20060404,19981231,,,,60321
ITCM20CSA000000024,aN,20060404,19981231,,,,60321
ITCM20CSA000000027,aP,20060404,19981231,,,,60321
ITCM20CSA000000027,aN,20060404,19981231,,,,60321
ITCM20CSA000000029,aN,20060404,19981231,,,,60321
ITCM20CSA000000029,aP,20060404,19981231,,,,60321
ITCM20CSA000000031,aP,20060404,19981231,,,,60321
ITCM20CSA000000031,aN,20060404,19981231,,,,60321
ITCM20CSA000000035,aN,20060404,19981231,,,,60321
ITCM20CSA000000035,aP,20060404,19981231,,,,60321
ITCM20CSA000000036,aN,20060404,19981231,,,,60321
ITCM20CSA000000036,aP,20060404,19981231,,,,60321
ITCM20CSA000000037,aN,20060404,19981231,,,,60321
ITCM20CSA000000037,aP,20060404,19981231,,,,60321
ITCM20CSA000000038,aP,20060404,19981231,,,,60321
ITCM20CSA000000038,aN,20060404,19981231,,,,60321
ITCM20CSA000000040,aN,20060404,19981231,,,,60321
ITCM20CSA000000040,aP,20060404,19981231,,,,60321
ITCM20CSA000000042,aN,20060404,19981231,,,,60321
ITCM20CSA000000042,aP,20060404,19981231,,,,60321
ITCM20CSA000000044,aN,20060404,19981231,,,,60321
ITCM20CSA000000044,aP,20060404,19981231,,,,60321
ITCM20CSA000000045,aN,20060404,19981231,,,,60321
ITCM20CSA000000045,aP,20060404,19981231,,,,60321
ITCM20CSA000000046,aP,20060404,19981231,,,,60321
ITCM20CSA000000046,aN,20060404,19981231,,,,60321
ITCM20CSA000000047,aP,20060404,19981231,,,,60321
ITCM20CSA000000047,aN,20060404,19981231,,,,60321
ITCM20CSA000000048,aP,20060404,19981231,,,,60321
ITCM20CSA000000048,aN,20060404,19981231,,,,60321
ITCM20CSA000000049,aP,20060404,19981231,,,,60321
ITCM20CSA000000049,aN,20060404,19981231,,,,60321
ITCM20CSA000000051,aN,20060404,19981231,,,,60321
ITCM20CSA000000051,aP,20060404,19981231,,,,60321
ITCM20CSA000000055,aN,20060404,19981231,,,,60321
ITCM20CSA000000055,aP,20060404,19981231,,,,60321
ITCM20CSA000000064,aN,20060404,19981231,,,,60321
ITCM20CSA000000064,aP,20060404,19981231,,,,60321
ITCM20CSA000000068,aN,20060404,19981231,,,,60321
ITCM20CSA000000068,aP,20060404,19981231,,,,60321
ITCM20CSA000000071,aP,20060404,19981231,,,,60321
ITCM20CSA000000071,aN,20060404,19981231,,,,60321
ITCM20CSA000000073,aN,20060404,19981231,,,,60321
ITCM20CSA000000073,aP,20060404,19981231,,,,60321
ITCM20CSA000000082,aN,20060404,19981231,,,,60321
ITCM20CSA000000082,aP,20060404,19981231,,,,60321
ITCM20CSA000000085,aP,20060404,19981231,,,,60321
ITCM20CSA000000085,aN,20060404,19981231,,,,60321
ITCM20CSA000000093,aP,20060404,19981231,,,,60321
ITCM20CSA000000093,aN,20060404,19981231,,,,60321
ITCM20CSA000000094,aN,20060404,19981231,,,,60321
ITCM20CSA000000094,aP,20060404,19981231,,,,60321
ITCM20CSA000000096,aP,20060404,19981231,,,,60321
ITCM20CSA000000096,aN,20060404,19981231,,,,60321
ITLK20SA0000000067,aN,20060404,19981231,,,,60321
ITLK20SA0000000067,aP,20060404,19981231,,,,60321
ITCM16CSA000000009,aN,20010615,20080615,,,,60321
ITCM16CSA000000009,aP,20010615,20080615,,,,60321
ITCM16CSA000000009,c,20010615,20080615,,,,60321
ITCM16CSA000000010,aN,20010615,20080615,,,,60321
ITCM16CSA000000010,aP,20010615,20080615,,,,60321
ITCM16CSA000000010,c,20010615,20080615,,,,60321
ITCM16CSA000000011,aN,20010615,20080615,,,,60321
ITCM16CSA000000011,c,20010615,20080615,,,,60321
ITCM16CSA000000012,c,20010615,20080615,,,,60321
ITCM16CSA000000012,aN,20010615,20080615,,,,60321
ITCM16CSA000000014,c,20020613,20090613,,,,60321
ITCM16CSA000000015,c,20020613,20090613,,,,60321
ITCM16CSA000000016,c,20020613,20090613,"All. 6, parte III D.Lgs. 152/06
""""Ulteriori aree sensibili: corpi idrici dove si svolgono attività tradizionali di produzione ittica""""",ITCM16CSA000000016,20030402,60321
ITCM10CSA000000007,c,20030312,19981231,"All, 6 D, Lgs, 152/06 ""laghi posti ad un’altitudine sotto i 1,000 m slm e aventi una superficie dello specchio libero almeno di 0,3 Km2""",,,60321
ITCM10CSA000000012,c,20030312,19981231,"All, 6 D,Lgs, 152/06 ""Ulteriori aree sensibili: corpi idrici dove si svolgono attività tradizionali di produzione ittica""",,,60321
ITLK13000000000001,aP,20060403,20130402,,,,60321
ITLK13000000000005,aP,20060403,20130402,,,,60321
ITCM13CSA1000000001,aP,20060403,20130402,,,,60321
ITLK13000000000001,aN,20060403,20130402,,,,60321
ITLK13000000000005,aN,20060403,20130402,,,,60321
ITCM13CSA1000000001,aN,20060403,20130402,,,,60321
ITCM99CSA0900005,aP,20040216,20041231,,,,60321
ITCA99Q15SA003,aP,20151230,19981231,,,,60321
ITCM99CSA10000003,aP,20151230,19981231,,,,60321
ITCM12CSA000000006,aN,20030411,20100410,,,,60321
ITCM12CSA000000006,aP,20030411,20100410,,,,60321
ITCM12CSA000000015,aN,20030411,20151222,,,,60321
ITCM12CSA000000015,aP,20030411,20151222,,,,60321
ITCM12CSA000000010,aN,20030411,20100410,,,,60321
ITLK13000000000004,aN,20060403,20130402,,,,60321
ITLK13000000000004,aP,20060403,20130402,,,,60321
ITCM10CSA000000010,aP,20030312,19981212,,,,60321
BERI10022RW,aN,20010208,,,,,60320
BERI10022RW,aP,20010208,,,,,60320
BE3,aN,19950601,19981231,,,,60320
BE3,aP,19950601,19981231,,,,60320
BE1,aN,19940323,19981231,,,,60320
BE1,aP,19940323,19981231,,,,60320
HR55CM_41033000,aN,20110101,20180101,,,,60319
HR55CM_41033000,aP,20110101,20180101,,,,60319
HRCA_41011000,aN,20110101,20180101,,,,60319
HRCA_41011000,aP,20110101,20180101,,,,60319
HRCA_41011003,aN,20110101,20180101,,,,60319
HRCA_41011003,aP,20110101,20180101,,,,60319
HRCA_41011012,aN,20110101,20180101,,,,60319
HRCA_41011012,aP,20110101,20180101,,,,60319
HRCA_41011013,aN,20110101,20180101,,,,60319
HRCA_41011013,aP,20110101,20180101,,,,60319
HRCA_41011014,aN,20110101,20180101,,,,60319
HRCA_41011014,aP,20110101,20180101,,,,60319
HRCA_41011017,aN,20110101,20180101,,,,60319
HRCA_41011017,aP,20110101,20180101,,,,60319
HRCA_41011018,aN,20110101,20180101,,,,60319
HRCA_41011018,aP,20110101,20180101,,,,60319
HRCA_41011022,aN,20110101,20180101,,,,60319
HRCA_41011022,aP,20110101,20180101,,,,60319
HRCA_41011031,aN,20110101,20180101,,,,60319
HRCA_41011031,aP,20110101,20180101,,,,60319
HRCA_41011048,aN,20110101,20180101,,,,60319
HRCA_41011048,aP,20110101,20180101,,,,60319
HRCA_61011001,aN,20110101,20180101,,,,60319
HRCA_61011001,aP,20110101,20180101,,,,60319
HRCA_61011002,aN,20110101,20180101,,,,60319
HRCA_61011002,aP,20110101,20180101,,,,60319
HRCA_61011004,aN,20110101,20180101,,,,60319
HRCA_61011004,aP,20110101,20180101,,,,60319
HRCA_61011005,aN,20110101,20180101,,,,60319
HRCA_61011005,aP,20110101,20180101,,,,60319
HRCA_61011006,aN,20110101,20180101,,,,60319
HRCA_61011006,aP,20110101,20180101,,,,60319
HRCA_61011007,aN,20110101,20180101,,,,60319
HRCA_61011007,aP,20110101,20180101,,,,60319
HRCA_61011008,aN,20110101,20180101,,,,60319
HRCA_61011008,aP,20110101,20180101,,,,60319
HRCA_61011009,aN,20110101,20180101,,,,60319
HRCA_61011009,aP,20110101,20180101,,,,60319
HRCA_61011010,aN,20110101,20180101,,,,60319
HRCA_61011010,aP,20110101,20180101,,,,60319
HRCA_61011011,aN,20110101,20180101,,,,60319
HRCA_61011011,aP,20110101,20180101,,,,60319
HRCA_61011015,aN,20110101,20180101,,,,60319
HRCA_61011015,aP,20110101,20180101,,,,60319
HRCA_61011016,aN,20110101,20180101,,,,60319
HRCA_61011016,aP,20110101,20180101,,,,60319
HRCA_61011019,aN,20110101,20180101,,,,60319
HRCA_61011019,aP,20110101,20180101,,,,60319
HRCA_61011020,aN,20110101,20180101,,,,60319
HRCA_61011020,aP,20110101,20180101,,,,60319
HRCA_61011021,aN,20110101,20180101,,,,60319
HRCA_61011021,aP,20110101,20180101,,,,60319
HRCA_61011023,aN,20110101,20180101,,,,60319
HRCA_61011023,aP,20110101,20180101,,,,60319
HRCA_61011024,aN,20110101,20180101,,,,60319
HRCA_61011024,aP,20110101,20180101,,,,60319
HRCA_61011025,aN,20110101,20180101,,,,60319
HRCA_61011025,aP,20110101,20180101,,,,60319
HRCA_61011026,aN,20110101,20180101,,,,60319
HRCA_61011026,aP,20110101,20180101,,,,60319
HRCA_61011027,aN,20110101,20180101,,,,60319
HRCA_61011027,aP,20110101,20180101,,,,60319
HRCA_61011028,aN,20110101,20180101,,,,60319
HRCA_61011028,aP,20110101,20180101,,,,60319
HRCA_61011029,aN,20110101,20180101,,,,60319
HRCA_61011029,aP,20110101,20180101,,,,60319
HRCA_61011030,aN,20110101,20180101,,,,60319
HRCA_61011030,aP,20110101,20180101,,,,60319
HRCA_61011032,aN,20110101,20180101,,,,60319
HRCA_61011032,aP,20110101,20180101,,,,60319
HRCA_61011033,aN,20110101,20180101,,,,60319
HRCA_61011033,aP,20110101,20180101,,,,60319
HRCA_61011034,aN,20110101,20180101,,,,60319
HRCA_61011034,aP,20110101,20180101,,,,60319
HRCA_61011035,aN,20110101,20180101,,,,60319
HRCA_61011035,aP,20110101,20180101,,,,60319
HRCA_61011036,aN,20110101,20180101,,,,60319
HRCA_61011036,aP,20110101,20180101,,,,60319
HRCA_61011037,aN,20110101,20180101,,,,60319
HRCA_61011037,aP,20110101,20180101,,,,60319
HRCA_61011038,aN,20110101,20180101,,,,60319
HRCA_61011038,aP,20110101,20180101,,,,60319
HRCA_61011039,aN,20110101,20180101,,,,60319
HRCA_61011039,aP,20110101,20180101,,,,60319
HRCA_61011040,aN,20110101,20180101,,,,60319
HRCA_61011040,aP,20110101,20180101,,,,60319
HRCA_61011041,aN,20110101,20180101,,,,60319
HRCA_61011041,aP,20110101,20180101,,,,60319
HRCA_61011042,aN,20110101,20180101,,,,60319
HRCA_61011042,aP,20110101,20180101,,,,60319
HRCA_61011043,aN,20110101,20180101,,,,60319
HRCA_61011043,aP,20110101,20180101,,,,60319
HRCA_61011044,aN,20110101,20180101,,,,60319
HRCA_61011044,aP,20110101,20180101,,,,60319
HRCA_61011045,aN,20110101,20180101,,,,60319
HRCA_61011045,aP,20110101,20180101,,,,60319
HRCA_61011046,aN,20110101,20180101,,,,60319
HRCA_61011046,aP,20110101,20180101,,,,60319
HRCA_61011047,aN,20110101,20180101,,,,60319
HRCA_61011047,aP,20110101,20180101,,,,60319
HRCA_61011049,aN,20110101,20180101,,,,60319
HRCA_61011049,aP,20110101,20180101,,,,60319
HRCA_61011050,aN,20110101,20180101,,,,60319
HRCA_61011050,aP,20110101,20180101,,,,60319
HRCA_61011051,aN,20110101,20180101,,,,60319
HRCA_61011051,aP,20110101,20180101,,,,60319
HRCA_61011052,aN,20110101,20180101,,,,60319
HRCA_61011052,aP,20110101,20180101,,,,60319
HRCA_61011053,aN,20110101,20180101,,,,60319
HRCA_61011053,aP,20110101,20180101,,,,60319
HRCM_41031000,aN,20110101,20180101,,,,60319
HRCM_41031000,aP,20110101,20180101,,,,60319
HRCM_41031003,aN,20110101,20180101,,,,60319
HRCM_41031003,aP,20110101,20180101,,,,60319
HRCM_41031012,aN,20110101,20180101,,,,60319
HRCM_41031012,aP,20110101,20180101,,,,60319
HRCM_41031013,aN,20110101,20180101,,,,60319
HRCM_41031013,aP,20110101,20180101,,,,60319
HRCM_41031014,aN,20110101,20180101,,,,60319
HRCM_41031014,aP,20110101,20180101,,,,60319
HRCM_41031017,aN,20110101,20180101,,,,60319
HRCM_41031017,aP,20110101,20180101,,,,60319
HRCM_41031018,aP,20110101,20180101,,,,60319
HRCM_41031018,aN,20110101,20180101,,,,60319
HRCM_41031022,aP,20110101,20180101,,,,60319
HRCM_41031022,aN,20110101,20180101,,,,60319
HRCM_41031031,aP,20110101,20180101,,,,60319
HRCM_41031031,aN,20110101,20180101,,,,60319
HRCM_41031048,aP,20110101,20180101,,,,60319
HRCM_41031048,aN,20110101,20180101,,,,60319
HRCM_62011001,aN,20110101,20180101,,,,60319
HRCM_62011001,aP,20110101,20180101,,,,60319
HRCM_62011002,aN,20110101,20180101,,,,60319
HRCM_62011002,aP,20110101,20180101,,,,60319
HRCM_62011004,aN,20110101,20180101,,,,60319
HRCM_62011004,aP,20110101,20180101,,,,60319
HRCM_62011005,aN,20110101,20180101,,,,60319
HRCM_62011005,aP,20110101,20180101,,,,60319
HRCM_62011006,aN,20110101,20180101,,,,60319
HRCM_62011006,aP,20110101,20180101,,,,60319
HRCM_62011007,aP,20110101,20180101,,,,60319
HRCM_62011007,aN,20110101,20180101,,,,60319
HRCM_62011008,aP,20110101,20180101,,,,60319
HRCM_62011008,aN,20110101,20180101,,,,60319
HRCM_62011009,aP,20110101,20180101,,,,60319
HRCM_62011009,aN,20110101,20180101,,,,60319
HRCM_62011010,aP,20110101,20180101,,,,60319
HRCM_62011010,aN,20110101,20180101,,,,60319
HRCM_62011011,aN,20110101,20180101,,,,60319
HRCM_62011011,aP,20110101,20180101,,,,60319
HRCM_62011015,aN,20110101,20180101,,,,60319
HRCM_62011015,aP,20110101,20180101,,,,60319
HRCM_62011016,aN,20110101,20180101,,,,60319
HRCM_62011016,aP,20110101,20180101,,,,60319
HRCM_62011019,aN,20110101,20180101,,,,60319
HRCM_62011019,aP,20110101,20180101,,,,60319
HRCM_62011020,aN,20110101,20180101,,,,60319
HRCM_62011020,aP,20110101,20180101,,,,60319
HRCM_62011021,aP,20110101,20180101,,,,60319
HRCM_62011021,aN,20110101,20180101,,,,60319
HRCM_62011023,aP,20110101,20180101,,,,60319
HRCM_62011023,aN,20110101,20180101,,,,60319
HRCM_62011024,aP,20110101,20180101,,,,60319
HRCM_62011024,aN,20110101,20180101,,,,60319
HRCM_62011025,aP,20110101,20180101,,,,60319
HRCM_62011025,aN,20110101,20180101,,,,60319
HRCM_62011026,aN,20110101,20180101,,,,60319
HRCM_62011026,aP,20110101,20180101,,,,60319
HRCM_62011027,aN,20110101,20180101,,,,60319
HRCM_62011027,aP,20110101,20180101,,,,60319
HRCM_62011028,aN,20110101,20180101,,,,60319
HRCM_62011028,aP,20110101,20180101,,,,60319
HRCM_62011029,aN,20110101,20180101,,,,60319
HRCM_62011029,aP,20110101,20180101,,,,60319
HRCM_62011030,aN,20110101,20180101,,,,60319
HRCM_62011030,aP,20110101,20180101,,,,60319
HRCM_62011032,aP,20110101,20180101,,,,60319
HRCM_62011032,aN,20110101,20180101,,,,60319
HRCM_62011033,aP,20110101,20180101,,,,60319
HRCM_62011033,aN,20110101,20180101,,,,60319
HRCM_62011034,aP,20110101,20180101,,,,60319
