rcaCode,rcaParameter,rcaDateDesignation,rcaStartDate,rcaCRelevantDirective,rcaCIDOtherDirective,rcaCDateOtherDirective,ReportNetEnvelopeFileId
ELSATW02,aP,19990929,20060929,,,,60326
ELSATW03,aN,19990929,20060929,,,,60326
ELSATW04,aN,19990929,20060929,,,,60326
ELSATW04,aP,19990929,20060929,,,,60326
ELCSA48,aN,19990929,20060929,,,,60326
PL1,aN,20040501,20160101,,,,60325
PL1,aP,20040501,20160101,,,,60325
BGCSACL13,aN,20030728,20101231,,,,60338
BGCSACL13,aP,20030728,20101231,,,,60338
BGCSARI01,aN,20030728,20101231,,,,60338
BGCSARI01,aP,20030728,20101231,,,,60338
BGCSARI02,aN,20030728,20101231,,,,60338
BGCSARI02,aP,20030728,20101231,,,,60338
BGCSARI03,aN,20030728,20101231,,,,60338
BGCSARI03,aP,20030728,20101231,,,,60338
BGCSARI04,aN,20030728,20101231,,,,60338
BGCSARI04,aP,20030728,20101231,,,,60338
BGCSARI05,aP,20030728,20101231,,,,60338
BGCSARI05,aN,20030728,20101231,,,,60338
BGCSARI06,aP,20030728,20101231,,,,60338
BGCSARI06,aN,20030728,20101231,,,,60338
BGCSARI07,aN,20030728,20101231,,,,60338
BGCSARI07,aP,20030728,20101231,,,,60338
BGCSARI08,aP,20030728,20101231,,,,60338
BGCSARI08,aN,20030728,20101231,,,,60338
BGCSARI09,aP,20030728,20101231,,,,60338
BGCSARI09,aN,20030728,20101231,,,,60338
BGCSARI10,aN,20030728,20101231,,,,60338
BGCSARI10,aP,20030728,20101231,,,,60338
BGCSARI11,aN,20030728,20101231,,,,60338
BGCSARI11,aP,20030728,20101231,,,,60338
BGCSARI12,aN,20030728,20101231,,,,60338
BGCSARI12,aP,20030728,20101231,,,,60338
BGCSARI14,aP,20030728,20101231,,,,60338
BGCSARI14,aN,20030728,20101231,,,,60338
BGSACL13,aP,20030728,20101231,,,,60338
BGSACL13,aN,20030728,20101231,,,,60338
BGSARI01,aN,20030728,20101231,,,,60338
BGSARI01,aP,20030728,20101231,,,,60338
BGSARI02,aN,20030728,20101231,,,,60338
BGSARI02,aP,20030728,20101231,,,,60338
BGSARI03,aN,20030728,20101231,,,,60338
BGSARI03,aP,20030728,20101231,,,,60338
BGSARI04,aN,20030728,20101231,,,,60338
BGSARI04,aP,20030728,20101231,,,,60338
BGSARI05,aN,20030728,20101231,,,,60338
BGSARI05,aP,20030728,20101231,,,,60338
BGSARI06,aN,20030728,20101231,,,,60338
BGSARI06,aP,20030728,20101231,,,,60338
BGSARI07,aP,20030728,20101231,,,,60338
BGSARI07,aN,20030728,20101231,,,,60338
BGSARI08,aN,20030728,20101231,,,,60338
BGSARI08,aP,20030728,20101231,,,,60338
BGSARI09,aN,20030728,20101231,,,,60338
BGSARI09,aP,20030728,20101231,,,,60338
BGSARI10,aN,20030728,20101231,,,,60338
BGSARI10,aP,20030728,20101231,,,,60338
BGSARI11,aN,20030728,20101231,,,,60338
BGSARI11,aP,20030728,20101231,,,,60338
BGSARI12,aN,20030728,20101231,,,,60338
BGSARI12,aP,20030728,20101231,,,,60338
BGSARI14,aP,20030728,20101231,,,,60338
BGSARI14,aN,20030728,20101231,,,,60338
SECA001,aP,19980528,19981231,,,,60377
SECA002,aN,19980528,19981231,,,,60377
SECA002,aP,19980528,19981231,,,,60377
SECM002,aN,19980528,19981231,,,,60377
SECM002,aP,19980528,19981231,,,,60377
SELK001,aP,19980528,19981231,,,,60377
SECM001,aP,19980528,19981231,,,,60377
PTCM06,aP,20040622,20110622,,,,60309
PTCM07,c,20040622,20110622,78/659/CEE (NH4+),28,20000823,60309
PTCM08,aP,20040622,20110622,,,,60309
PTCM08,c,20040622,20110622,75/440/CEE (NH4+),11H05,19991231,60309
PTCM09,aP,20040622,20110622,,,,60309
PTCM10,c,20040622,20110622,91/492/CEE (Coli),EMN,20010716,60309
PTCM11,c,20040622,20110622,78/659/CEE (NH3 + NH4+),39,20000823,60309
PTCM12,c,20040622,20110622,75/440/CEE (Coli),16E02',19991231,60309
PTCM13,aN,20040622,20110622,,,,60309
PTCM13,aP,20040622,20110622,,,,60309
PTCM13,c,20040622,20110622,91/492/CEE (Coli),LOB,20010716,60309
PTCM14,c,20040622,20110622,Microbiologia,20C04,20011231,60309
PTCM15,c,20040622,20110622,91/492/CEE (Coli),ETJ,20010716,60309
PTCM16,c,20040622,20110622,91/492/CEE (Coli),LAL,20010716,60309
PTCM17,c,20040622,20110622,91/492/CEE (Coli),ESD,20010716,60309
PTCM18,c,20040622,20110622,91/492/CEE (Coli),ESD,20010716,60309
PTCM19,aP,20040622,20110622,,,,60309
PTCM20,aP,20040622,20110622,,,,60309
PTCM20,c,20040622,20110622,75/440/CEE (Coli+NH4+),24M05,19991231,60309
PTCM21,aP,20040622,20110622,,,,60309
PTCM22,aP,20040622,20110622,,,,60309
PTCM22,c,20040622,20110622,"75/440/CEE (Coli),78/659/CEE (OD+NH3+ NH4+)",26I02,19991231,60309
PTCM23,c,20040622,20110622,91/492/CEE (Coli),EAR,20010716,60309
PTCM24,aP,20040622,20110622,,,,60309
PTCM25,c,20040622,20110622,91/492/CEE (Coli),RIFO,20010716,60309
PTLK03,aP,20040622,20110622,,,,60309
PTLK03,c,20040622,20110622,75/440/CEE (Coli + NH4+),06H01,19991231,60309
PTLK04,aP,20040622,20110622,,,,60309
PTLK04,c,20040622,20110622,75/440/CEE (Coli + NH4+),07K04,19991231,60309
PTLK05,aP,20040622,20110622,,,,60309
PTLK05,c,20040622,20110622,75/440/CEE (Coli),05T02,19991231,60309
PTLK06,aP,20040622,20110622,,,,60309
PTLK08,aP,20040622,20110622,,,,60309
PTLK08,c,20040622,20110622,75/440/CEE (NH4+),11H05,19991231,60309
PTLK09,aP,20040622,20110622,,,,60309
PTLK19,aP,20040622,20110622,,,,60309
PTLK20,aP,20040622,20110622,,,,60309
PTLK20,c,20040622,20110622,75/440/CEE (Coli+NH4+),24M05,19991231,60309
PTLK21,aP,20040622,20110622,,,,60309
PTLK22,aP,20040622,20110622,,,,60309
PTLK22,c,20040622,20110622,"75/440/CEE (Coli),78/659/CEE (OD+NH3+ NH4+)",26I02,19991231,60309
PTRI01,c,20040622,20110622,75/440/CEE (Coli + NH4+),04F05,19991231,60309
PTRI02,c,20040622,20110622,75/440/CEE (Coli),06G06,19991231,60309
PTRI07,c,20040622,20110622,78/659/CEE (NH4+),28,20000823,60309
PTRI11,c,20040622,20110622,78/659/CEE (NH3 + NH4+),39,20000823,60309
PTRI12,c,20040622,20110622,75/440/CEE (Coli),16E02',19991231,60309
PTRI14,c,20040622,20110622,Microbiologia,20C04,20011231,60309
PTTW10,c,20040622,20110622,91/492/CEE (Coli),EMN,20010716,60309
PTTW13,aN,20040622,20110622,,,,60309
PTTW13,aP,20040622,20110622,,,,60309
PTTW13,c,20040622,20110622,91/492/CEE (Coli),LOB,20010716,60309
PTTW15,c,20040622,20110622,91/492/CEE (Coli),ETJ,20010716,60309
PTTW16,c,20040622,20110622,91/492/CEE (Coli),LAL,20010716,60309
PTTW17,c,20040622,20110622,91/492/CEE (Coli),ESD,20010716,60309
PTTW18,c,20040622,20110622,91/492/CEE (Coli),ESD,20010716,60309
PTTW23,c,20040622,20110622,91/492/CEE (Coli),EAR,20010716,60309
PTTW24,aP,20040622,20110622,,,,60309
PTTW25,c,20040622,20110622,91/492/CEE (Coli),RIFO,20010716,60309
DE1,aN,20010101,20020101,,,,60308
DE1,aP,20010101,20020101,,,,60308
NL2014,aN,19930617,19981231,,,,60313
NL2014,aP,19930617,19981231,,,,60313
CYSA_CM1,aN,20040227,20081231,,,,60312
CYSA_CM1,aP,20040227,20081231,,,,60312
CYSA-LK1,aN,20040227,20081231,,,,60312
CYSA-LK1,aP,20040227,20081231,,,,60312
CZSA-1,aN,20030301,20101231,,,,60311
CZSA-1,aP,20030301,20101231,,,,60311
FI1,aP,19940101,19940101,,,,60310
FRSA_RI_06229,aP,19941123,19981231,,,,60316
FRSA_RI_06230,aP,19941123,19981231,,,,60316
FRSA_CA_1103,aN,20220610,20201231,,,,60316
FRSA_CA_1104,aN,20220610,20201231,,,,60316
FRSA_CA_1108,aN,20220610,20201231,,,,60316
FRSA_CA_1110,aN,20220610,20201231,,,,60316
FRSA_CA_1112,aN,20220610,20201231,,,,60316
FRSA_CA_1116,aN,20220610,20201231,,,,60316
FRSA_CM_1102,aN,20220610,20201231,,,,60316
FRSA_CM_1103,aN,20220610,20201231,,,,60316
FRSA_CM_1104,aN,20220610,20201231,,,,60316
FRSA_CM_1105,aN,20220610,20201231,,,,60316
DK1,aN,19931231,19981213,,,,60318
DK1,aP,19931231,19981213,,,,60318
DK4,aN,19931231,19981213,,,,60318
DK4,aP,19931231,19981213,,,,60318
FRSA_RI_05020,aP,20100604,20170604,,,,60316
FRSA_RI_05021,aP,20100604,20170604,,,,60316
FRSA_RI_05113,aP,20100604,20170604,,,,60316
FRSA_RI_05114,aP,20100604,20170604,,,,60316
FRSA_RI_05216,aP,20100604,20170604,,,,60316
FRSA_RI_06301,aP,20100604,20170604,,,,60316
FRSA_RI_06302,aP,20100604,20170604,,,,60316
FRSA_RI_06303,aP,20100604,20170604,,,,60316
FRSA_RI_06304,aP,20100604,20170604,,,,60316
FRSA_RI_06305,aP,20100604,20170604,,,,60316
FRSA_RI_06306,aP,20100604,20170604,,,,60316
FRSA_RI_06307,aP,20100604,20170604,,,,60316
FRSA_RI_06308,aP,20100604,20170604,,,,60316
FRSA_RI_06309,aP,20100604,20170604,,,,60316
FRSA_RI_06310,aP,20100604,20170604,,,,60316
FRSA_RI_06311,aP,20100604,20170604,,,,60316
FRSA_RI_06312,aP,20100604,20170604,,,,60316
FRSA_RI_06313,aP,20100604,20170604,,,,60316
FRSA_RI_06314,aP,20100604,20170604,,,,60316
FRSA_RI_06315,aP,20100604,20170604,,,,60316
FRSA_RI_06316,aP,20100604,20170604,,,,60316
FRSA_RI_06317,aP,20100604,20170604,,,,60316
FRSA_RI_06318,aP,20100604,20170604,,,,60316
FRSA_RI_06319,aP,20100604,20170604,,,,60316
FRSA_RI_06320,aP,20100604,20170604,,,,60316
FRSA_RI_06321,aP,20100604,20170604,,,,60316
FRSA_RI_06322,aP,20100604,20170604,,,,60316
FRSA_RI_01214,aN,20060222,19981231,,,,60316
FRSA_RI_01216,aN,20060222,20130222,,,,60316
FRSA_RI_03202,aN,20060222,19981231,,,,60316
FRSA_RI_03203,aN,20060222,20130222,,,,60316
FRSA_RI_03204,aN,20060222,20130222,,,,60316
FRSA_RI_03205,aN,20060222,19981231,,,,60316
FRSA_RI_03207,aN,20060222,19981231,,,,60316
FRSA_RI_03208,aN,20060222,19981231,,,,60316
FRSA_RI_03209,aN,20060222,19981231,,,,60316
FRSA_RI_04201,aN,20060222,20130222,,,,60316
FRSA_RI_04202,aN,20060222,20130222,,,,60316
FRSA_RI_04203,aN,20060222,19981231,,,,60316
FRSA_RI_04204,aN,20060222,20130222,,,,60316
FRSA_RI_04205,aN,20060222,19981231,,,,60316
FRSA_RI_04206,aN,20060222,20130222,,,,60316
FRSA_RI_04207,aN,20060222,19981231,,,,60316
FRSA_RI_04208,aN,20060222,20130222,,,,60316
FRSA_RI_04209,aN,20060222,19981231,,,,60316
FRSA_RI_04210,aN,20060222,20130222,,,,60316
FRSA_RI_04211,aN,20060222,19981231,,,,60316
FRSA_RI_04212,aN,20060222,20130222,,,,60316
FRSA_RI_04213,aN,20060222,20130222,,,,60316
FRSA_RI_04214,aN,20060222,20130222,,,,60316
FRSA_RI_04217,aN,20060222,20130222,,,,60316
FRSA_RI_04218,aN,20060222,19981231,,,,60316
FRSA_RI_04219,aN,20060222,20130222,,,,60316
FRSA_RI_04220,aN,20060222,20130222,,,,60316
FRSA_RI_04221,aN,20060222,20130222,,,,60316
FRSA_RI_04222,aN,20060222,20130222,,,,60316
FRSA_RI_06225,aN,20060222,20130222,,,,60316
FRSA_RI_06226,aN,20060222,20130222,,,,60316
FRSA_RI_06227,aN,20060222,19981231,,,,60316
FRSA_RI_06228,aN,20060222,19981231,,,,60316
FRSA_RI_06229,aN,20060222,20130222,,,,60316
FRSA_RI_01214,aP,20060222,19981231,,,,60316
FRSA_RI_01215,aP,20060222,20130222,,,,60316
FRSA_RI_01216,aP,20060222,20130222,,,,60316
FRSA_RI_03202,aP,20060222,19981231,,,,60316
FRSA_RI_03203,aP,20060222,20130222,,,,60316
FRSA_RI_03204,aP,20060222,19981231,,,,60316
FRSA_RI_03205,aP,20060222,19981231,,,,60316
FRSA_RI_03207,aP,20060222,19981231,,,,60316
FRSA_RI_03208,aP,20060222,19981231,,,,60316
FRSA_RI_03209,aP,20060222,19981231,,,,60316
FRSA_RI_04201,aP,20060222,20130222,,,,60316
FRSA_RI_04202,aP,20060222,20130222,,,,60316
FRSA_RI_04203,aP,20060222,19981231,,,,60316
FRSA_RI_04204,aP,20060222,20130222,,,,60316
FRSA_RI_04205,aP,20060222,19981231,,,,60316
FRSA_RI_04206,aP,20060222,20130222,,,,60316
FRSA_RI_04207,aP,20060222,19981231,,,,60316
FRSA_RI_04208,aP,20060222,20130222,,,,60316
FRSA_RI_04209,aP,20060222,19981231,,,,60316
FRSA_RI_04210,aP,20060222,20130222,,,,60316
FRSA_RI_04211,aP,20060222,19981231,,,,60316
FRSA_RI_04212,aP,20060222,20130222,,,,60316
FRSA_RI_04213,aP,20060222,20130222,,,,60316
FRSA_RI_04214,aP,20060222,20130222,,,,60316
FRSA_RI_04218,aP,20060222,19981231,,,,60316
FRSA_RI_06227,aP,20060222,19981231,,,,60316
FRSA_RI_06228,aP,20060222,19981231,,,,60316
FRSA_RI_04219,aP,19990831,20060831,,,,60316
FRSA_RI_04220,aP,19990831,20060831,,,,60316
FRSA_RI_04221,aP,19990831,20060831,,,,60316
FRSA_RI_04222,aP,19990831,20060831,,,,60316
FRSA_RI_05116,aP,19990831,20060831,,,,60316
FRSA_RI_10103,aP,19990831,20060831,,,,60316
FRSA_RI_10103,aN,19990831,20060831,,,,60316
FRSA_RI_01215,aN,19941123,19981231,,,,60316
FRSA_RI_02019,aN,19941123,19981231,,,,60316
FRSA_RI_02020,aN,19941123,19981231,,,,60316
FRSA_RI_02021,aN,19941123,19981231,,,,60316
FRSA_RI_02022,aN,19941123,19981231,,,,60316
FRSA_RI_02019,aP,19941123,19981231,,,,60316
FRSA_RI_02020,aP,19941123,19981231,,,,60316
FRSA_RI_02021,aP,19941123,19981231,,,,60316
FRSA_RI_02022,aP,19941123,19981231,,,,60316
FRSA_RI_04217,aP,19941123,19981231,,,,60316
FRSA_RI_05001,aP,19941123,19981231,,,,60316
FRSA_RI_05002,aP,19941123,19981231,,,,60316
FRSA_RI_05003,aP,19941123,19981231,,,,60316
FRSA_RI_05004,aP,19941123,19981231,,,,60316
FRSA_RI_05005,aP,19941123,19981231,,,,60316
FRSA_RI_05006,aP,19941123,19981231,,,,60316
FRSA_RI_05007,aP,19941123,19981231,,,,60316
FRSA_RI_05008,aP,19941123,19981231,,,,60316
FRSA_RI_05009,aP,19941123,19981231,,,,60316
FRSA_RI_05010,aP,19941123,19981231,,,,60316
FRSA_RI_05011,aP,19941123,19981231,,,,60316
FRSA_RI_05012,aP,19941123,19981231,,,,60316
FRSA_RI_05013,aP,19941123,19981231,,,,60316
FRSA_RI_05014,aP,19941123,19981231,,,,60316
FRSA_RI_05015,aP,19941123,19981231,,,,60316
FRSA_RI_05016,aP,19941123,19981231,,,,60316
FRSA_RI_06225,aP,19941123,19981231,,,,60316
FRSA_RI_06226,aP,19941123,19981231,,,,60316
DK1,c,19931231,19981213,We do not distinguish between sensitive and less sensitive areas i DK. All areas are considered as sensitive and therefor the standards given in the legislation holds standards for all WWTP regardless of placement (but depending on size.The UWWT directive was implemented in april 1994 in Demark. The implementation relied partly on exsisting legislation and on a new act "Regulation an water water permmissions etc...". Regarding the effluent standards there was a possiblity to be granted an exemption untill december 1998 in the act.,,,60318
DK2,aN,19931231,19981213,,,,60318
DK2,aP,19931231,19981213,,,,60318
DK2,c,19931231,19981213,We do not distinguish between sensitive and less sensitive areas i DK. All areas are considered as sensitive and therefor the standards given in the legislation holds standards for all WWTP regardless of placement (but depending on size.The UWWT directive was implemented in april 1994 in Demark. The implementation relied partly on exsisting legislation and on a new act "Regulation an water water permmissions etc...". Regarding the effluent standards there was a possiblity to be granted an exemption untill december 1998 in the act.,,,60318
DK3,aN,19931231,19981213,,,,60318
DK3,aP,19931231,19981213,,,,60318
DK3,c,19931231,19981213,We do not distinguish between sensitive and less sensitive areas i DK. All areas are considered as sensitive and therefor the standards given in the legislation holds standards for all WWTP regardless of placement (but depending on size.The UWWT directive was implemented in april 1994 in Demark. The implementation relied partly on exsisting legislation and on a new act "Regulation an water water permmissions etc...". Regarding the effluent standards there was a possiblity to be granted an exemption untill december 1998 in the act.,,,60318
DK4,c,19931231,19981213,We do not distinguish between sensitive and less sensitive areas i DK. All areas are considered as sensitive and therefor the standards given in the legislation holds standards for all WWTP regardless of placement (but depending on size.The UWWT directive was implemented in april 1994 in Demark. The implementation relied partly on exsisting legislation and on a new act "Regulation an water water permmissions etc...". Regarding the effluent standards there was a possiblity to be granted an exemption untill december 1998 in the act.,,,60318
FRSA_RI_06311,aN,20100604,20170604,,,,60316
FRSA_RI_06314,aN,20100604,20170604,,,,60316
FRSA_RI_06319,aN,20100604,20170604,,,,60316
FRSA_RI_06322,aN,20100604,20170604,,,,60316
FRSA_RI_05017,aP,20100604,20170604,,,,60316
FRSA_RI_05018,aP,20100604,20170604,,,,60316
FRSA_RI_05019,aP,20100604,20170604,,,,60316
FRSA_CM_1106,aN,20220610,20201231,,,,60316
FRSA_CM_1108,aN,20220610,20201231,,,,60316
FRSA_CM_1109,aN,20220610,20201231,,,,60316
FRSA_CM_1111,aN,20220610,20201231,,,,60316
FRSA_CM_1113,aN,20220610,20201231,,,,60316
FRSA_CM_1115,aN,20220610,20201231,,,,60316
FRSA_CM_1116,aN,20220610,20201231,,,,60316
FRSA_CM_1117,aN,20220610,20201231,,,,60316
FRSA_CM_1118,aN,20220610,20201231,,,,60316
FRSA_CM_1119,aN,20220610,20201231,,,,60316
FRSA_CM_1120,aN,20220610,20201231,,,,60316
FRSA_CM_1121,aN,20220610,20201231,,,,60316
FRSA_CM_1122,aN,20220610,20201231,,,,60316
FRSA_CM_1123,aN,20220610,20201231,,,,60316
FRSA_CM_1126,aN,20220610,20201231,,,,60316
FRSA_CM_1130,aN,20220610,20201231,,,,60316
FRSA_CM_1131,aN,20220610,20201231,,,,60316
FRSA_CM_1132,aN,20220610,20201231,,,,60316
FRSA_CM_1133,aN,20220610,20201231,,,,60316
FRSA_CM_1134,aN,20220610,20201231,,,,60316
FRSA_CM_1135,aN,20220610,20201231,,,,60316
FRSA_RI_1102,aN,20220610,20201231,,,,60316
FRSA_RI_1103,aN,20220610,20201231,,,,60316
FRSA_RI_1104,aN,20220610,20201231,,,,60316
FRSA_RI_1105,aN,20220610,20201231,,,,60316
FRSA_RI_1106,aN,20220610,20201231,,,,60316
FRSA_RI_1108,aN,20220610,20201231,,,,60316
FRSA_RI_1109,aN,20220610,20201231,,,,60316
FRSA_RI_1111,aN,20220610,20201231,,,,60316
FRSA_RI_1113,aN,20220610,20201231,,,,60316
FRSA_RI_1115,aN,20220610,20201231,,,,60316
FRSA_RI_1116,aN,20220610,20201231,,,,60316
FRSA_RI_1117,aN,20220610,20201231,,,,60316
FRSA_RI_1118,aN,20220610,20201231,,,,60316
FRSA_RI_1119,aN,20220610,20201231,,,,60316
FRSA_RI_1120,aN,20220610,20201231,,,,60316
FRSA_RI_1121,aN,20220610,20201231,,,,60316
FRSA_RI_1122,aN,20220610,20201231,,,,60316
FRSA_RI_1123,aN,20220610,20201231,,,,60316
FRSA_RI_1126,aN,20220610,20201231,,,,60316
FRSA_CA_1103,aP,20220610,20201231,,,,60316
FRSA_CA_1104,aP,20220610,20201231,,,,60316
FRSA_CA_1108,aP,20220610,20201231,,,,60316
FRSA_CA_1110,aP,20220610,20201231,,,,60316
FRSA_CA_1112,aP,20220610,20201231,,,,60316
FRSA_CA_1116,aP,20220610,20201231,,,,60316
FRSA_CM_1102,aP,20220610,20201231,,,,60316
FRSA_CM_1103,aP,20220610,20201231,,,,60316
FRSA_CM_1104,aP,20220610,20201231,,,,60316
FRSA_CM_1105,aP,20220610,20201231,,,,60316
FRSA_CM_1106,aP,20220610,20201231,,,,60316
FRSA_CM_1108,aP,20220610,20201231,,,,60316
FRSA_CM_1109,aP,20220610,20201231,,,,60316
FRSA_CM_1111,aP,20220610,20201231,,,,60316
FRSA_CM_1113,aP,20220610,20201231,,,,60316
FRSA_CM_1115,aP,20220610,20201231,,,,60316
FRSA_CM_1116,aP,20220610,20201231,,,,60316
FRSA_CM_1117,aP,20220610,20201231,,,,60316
FRSA_CM_1118,aP,20220610,20201231,,,,60316
FRSA_CM_1119,aP,20220610,20201231,,,,60316
FRSA_CM_1120,aP,20220610,20201231,,,,60316
FRSA_CM_1121,aP,20220610,20201231,,,,60316
FRSA_CM_1122,aP,20220610,20201231,,,,60316
FRSA_CM_1123,aP,20220610,20201231,,,,60316
FRSA_CM_1126,aP,20220610,20201231,,,,60316
FRSA_CM_1130,aP,20220610,20201231,,,,60316
FRSA_CM_1131,aP,20220610,20201231,,,,60316
FRSA_CM_1132,aP,20220610,20201231,,,,60316
FRSA_CM_1133,aP,20220610,20201231,,,,60316
FRSA_CM_1134,aP,20220610,20201231,,,,60316
FRSA_CM_1135,aP,20220610,20201231,,,,60316
FRSA_RI_1102,aP,20220610,20201231,,,,60316
FRSA_RI_1103,aP,20220610,20201231,,,,60316
FRSA_RI_1104,aP,20220610,20201231,,,,60316
FRSA_RI_1105,aP,20220610,20201231,,,,60316
FRSA_RI_1106,aP,20220610,20201231,,,,60316
FRSA_RI_1108,aP,20220610,20201231,,,,60316
FRSA_RI_1109,aP,20220610,20201231,,,,60316
FRSA_RI_1111,aP,20220610,20201231,,,,60316
FRSA_RI_1113,aP,20220610,20201231,,,,60316
FRSA_RI_1115,aP,20220610,20201231,,,,60316
FRSA_RI_1116,aP,20220610,20201231,,,,60316
FRSA_RI_1117,aP,20220610,20201231,,,,60316
FRSA_RI_1118,aP,20220610,20201231,,,,60316
FRSA_RI_1119,aP,20220610,20201231,,,,60316
FRSA_RI_1120,aP,20220610,20201231,,,,60316
FRSA_RI_1121,aP,20220610,20201231,,,,60316
FRSA_RI_1122,aP,20220610,20201231,,,,60316
FRSA_RI_1123,aP,20220610,20201231,,,,60316
FRSA_RI_1126,aP,20220610,20201231,,,,60316
FRSA_CM_07001,aN,20191018,20170604,,,,60316
FRSA_CM_07002,aN,20191018,20170604,,,,60316
FRSA_CM_07003,aN,20191018,20170604,,,,60316
FRSA_CM_07004,aN,20191018,20170604,,,,60316
FRSA_CM_07001,aP,20191018,20170604,,,,60316
FRSA_CM_07002,aP,20191018,20170604,,,,60316
FRSA_CM_07003,aP,20191018,20170604,,,,60316
FRSA_CM_07004,aP,20191018,20170604,,,,60316
FRSA_CM_06306,aN,20170413,20240413,,,,60316
FRSA_CM_06310,aN,20170413,20240413,,,,60316
FRSA_CM_06316,aN,20170413,20240413,,,,60316
FRSA_CM_06320,aN,20170413,20240413,,,,60316
FRSA_CM_06323,aN,20170413,20240413,,,,60316
FRSA_CM_06323,aP,20170413,20240413,,,,60316
FRSA_CM_06325,aN,20170413,20240413,,,,60316
FRSA_CM_06324,aP,20170413,20240413,,,,60316
FRSA_CM_06325,aP,20170413,20240413,,,,60316
FRSA_CM_06326,aP,20170413,20240413,,,,60316
FRSA_CM_06327,aP,20170413,20240413,,,,60316
FRSA_CM_06328,aP,20170413,20240413,,,,60316
FRSA_CM_06329,aP,20170413,20240413,,,,60316
FRSA_CM_06331,aN,20170413,20240413,,,,60316
FRSA_CM_06330,aP,20170413,20240413,,,,60316
FRSA_CM_06332,aN,20170413,20240413,,,,60316
FRSA_CM_06331,aP,20170413,20240413,,,,60316
FRSA_CM_06333,aN,20170413,20240413,,,,60316
FRSA_CM_06332,aP,20170413,20240413,,,,60316
FRSA_CM_06334,aN,20170413,20240413,,,,60316
FRSA_CM_06333,aP,20170413,20240413,,,,60316
FRSA_CM_06335,aN,20170413,20240413,,,,60316
FRSA_CM_06334,aP,20170413,20240413,,,,60316
FRSA_CM_06337,aN,20170413,20240413,,,,60316
FRSA_CM_06335,aP,20170413,20240413,,,,60316
FRSA_CM_06337,aP,20170413,20240413,,,,60316
FRSA_CM_06340,aN,20170413,20240413,,,,60316
FRSA_CM_06338,aP,20170413,20240413,,,,60316
FRSA_CM_06341,aN,20170413,20240413,,,,60316
FRSA_CM_06340,aP,20170413,20240413,,,,60316
FRSA_CM_06341,aP,20170413,20240413,,,,60316
FRSA_CM_06342,aP,20170413,20240413,,,,60316
FRSA_CM_06343,aP,20170413,20240413,,,,60316
FRSA_CM_06345,aN,20170413,20240413,,,,60316
FRSA_CM_06344,aP,20170413,20240413,,,,60316
FRSA_CM_06346,aN,20170413,20240413,,,,60316
FRSA_CM_06345,aP,20170413,20240413,,,,60316
FRSA_CM_06346,aP,20170413,20240413,,,,60316
FRSA_CM_06347,aP,20170413,20240413,,,,60316
FRSA_CM_06349,aN,20170413,20240413,,,,60316
FRSA_CM_06348,aP,20170413,20240413,,,,60316
FRSA_CM_06349,aP,20170413,20240413,,,,60316
FRSA_CM_06350,aP,20170413,20240413,,,,60316
FRSA_CM_06352,aN,20170413,20240413,,,,60316
FRSA_CM_06351,aP,20170413,20240413,,,,60316
FRSA_CM_06352,aP,20170413,20240413,,,,60316
FRSA_CM_06353,aP,20170413,20240413,,,,60316
FRSA_CM_06354,aP,20170413,20240413,,,,60316
FRSA_CM_06355,aP,20170413,20240413,,,,60316
FRSA_RI_06306,aN,20170413,20240413,,,,60316
FRSA_RI_06310,aN,20170413,20240413,,,,60316
FRSA_RI_06316,aN,20170413,20240413,,,,60316
FRSA_RI_06320,aN,20170413,20240413,,,,60316
FRSA_CA_04223,aN,20100604,20170604,,,,60316
FRSA_CA_07001,aN,20100604,20170604,,,,60316
FRSA_CA_07002,aN,20100604,20170604,,,,60316
FRSA_CA_07003,aN,20100604,20170604,,,,60316
FRSA_CA_07004,aN,20100604,20170604,,,,60316
FRSA_CA_04223,aP,20100604,20170604,,,,60316
FRSA_CA_07001,aP,20100604,20170604,,,,60316
FRSA_CA_07002,aP,20100604,20170604,,,,60316
FRSA_CA_07003,aP,20100604,20170604,,,,60316
FRSA_CA_07004,aP,20100604,20170604,,,,60316
FRSA_CM_05017,aP,20100604,20170604,,,,60316
FRSA_CM_05018,aP,20100604,20170604,,,,60316
FRSA_CM_05019,aP,20100604,20170604,,,,60316
FRSA_CM_05020,aP,20100604,20170604,,,,60316
FRSA_CM_05021,aP,20100604,20170604,,,,60316
FRSA_CM_05113,aP,20100604,20170604,,,,60316
FRSA_CM_05114,aP,20100604,20170604,,,,60316
FRSA_CM_05216,aP,20100604,20170604,,,,60316
FRSA_CM_06301,aP,20100604,20170604,,,,60316
FRSA_CM_06302,aP,20100604,20170604,,,,60316
FRSA_CM_06303,aP,20100604,20170604,,,,60316
FRSA_CM_06304,aP,20100604,20170604,,,,60316
FRSA_CM_06305,aP,20100604,20170604,,,,60316
FRSA_CM_06306,aP,20100604,20170604,,,,60316
FRSA_CM_06307,aP,20100604,20170604,,,,60316
FRSA_CM_06308,aP,20100604,20170604,,,,60316
FRSA_CM_06309,aP,20100604,20170604,,,,60316
FRSA_CM_06310,aP,20100604,20170604,,,,60316
FRSA_CM_06311,aN,20100604,20170604,,,,60316
FRSA_CM_06311,aP,20100604,20170604,,,,60316
FRSA_CM_06312,aP,20100604,20170604,,,,60316
